"RATE";"AGG1";"AGG2";"VALUE";"INFORMATION_LOSS";"SIZE_REDUCTION"
0.000000;"1";"7";0.005859;0.000000;0.000000
0.000000;"2";"7";0.005859;0.000000;0.000000
0.000000;"3";"7";0.017578;0.000000;0.000000
0.000000;"4";"7";0.005859;0.000000;0.000000
0.000000;"5";"7";0.017578;0.000000;0.000000
0.000000;"6";"7";0.017578;0.000000;0.000000
0.000000;"7";"7";0.052734;0.000000;0.000000
0.000977;"0";"0";0.052734;0.000000;0.000000
0.000977;"1,2,4";"0";0.052734;0.000000;0.031746
0.000977;"3,5,6";"0";0.017578;0.000000;0.031746
0.000977;"7";"0";0.001953;0.000000;0.000000
0.000977;"1";"1";0.052734;0.000000;0.000000
0.000977;"0,3,5";"1";0.052734;0.000000;0.031746
0.000977;"6";"1";0.001953;0.000000;0.000000
0.000977;"2,4,7";"1";0.017578;0.000000;0.031746
0.000977;"2";"2";0.052734;0.000000;0.000000
0.000977;"5";"2";0.001953;0.000000;0.000000
0.000977;"0,3,6";"2";0.052734;0.000000;0.031746
0.000977;"1,4,7";"2";0.017578;0.000000;0.031746
0.000977;"3";"3";0.052734;0.000000;0.000000
0.000977;"4";"3";0.001953;0.000000;0.000000
0.000977;"0,5,6";"3";0.017578;0.000000;0.031746
0.000977;"1,2,7";"3";0.052734;0.000000;0.031746
0.000977;"3";"4";0.001953;0.000000;0.000000
0.000977;"4";"4";0.052734;0.000000;0.000000
0.000977;"0,5,6";"4";0.052734;0.000000;0.031746
0.000977;"1,2,7";"4";0.017578;0.000000;0.031746
0.000977;"2";"5";0.001953;0.000000;0.000000
0.000977;"5";"5";0.052734;0.000000;0.000000
0.000977;"0,3,6";"5";0.017578;0.000000;0.031746
0.000977;"1,4,7";"5";0.052734;0.000000;0.031746
0.000977;"1";"6";0.001953;0.000000;0.000000
0.000977;"0,3,5";"6";0.017578;0.000000;0.031746
0.000977;"6";"6";0.052734;0.000000;0.000000
0.000977;"2,4,7";"6";0.052734;0.000000;0.031746
0.000977;"0";"7";0.001953;0.000000;0.000000
0.000977;"1,2,4";"7";0.017578;0.000000;0.031746
0.000977;"3,5,6";"7";0.052734;0.000000;0.031746
0.000977;"7";"7";0.052734;0.000000;0.000000
0.185547;"3";"3";0.052734;0.000000;0.000000
0.185547;"0,4,5,6";"3";0.019531;0.003606;0.047619
0.185547;"1,2,7";"3";0.052734;0.000000;0.031746
0.185547;"4";"4";0.052734;0.000000;0.000000
0.185547;"0,5,6";"4";0.052734;0.000000;0.031746
0.185547;"1,2,3,7";"4";0.019531;0.003606;0.047619
0.185547;"5";"5";0.052734;0.000000;0.000000
0.185547;"0,2,3,6";"5";0.019531;0.003606;0.047619
0.185547;"1,4,7";"5";0.052734;0.000000;0.031746
0.185547;"2";"2";0.052734;0.000000;0.000000
0.185547;"0,3,6";"2";0.052734;0.000000;0.031746
0.185547;"1,4,5,7";"2";0.019531;0.003606;0.047619
0.185547;"0,1,3,5";"6";0.019531;0.003606;0.047619
0.185547;"6";"6";0.052734;0.000000;0.000000
0.185547;"2,4,7";"6";0.052734;0.000000;0.031746
0.185547;"0";"0";0.052734;0.000000;0.000000
0.185547;"1,2,4";"0";0.052734;0.000000;0.031746
0.185547;"3,5,6,7";"0";0.019531;0.003606;0.047619
0.185547;"1";"1";0.052734;0.000000;0.000000
0.185547;"0,3,5";"1";0.052734;0.000000;0.031746
0.185547;"2,4,6,7";"1";0.019531;0.003606;0.047619
0.185547;"0,1,2,4";"7";0.019531;0.003606;0.047619
0.185547;"3,5,6";"7";0.052734;0.000000;0.031746
0.185547;"7";"7";0.052734;0.000000;0.000000
0.578125;"1,5";"1,5";0.140625;0.046875;0.047619
0.578125;"2,6";"1,5";0.015625;0.005208;0.047619
0.578125;"1,5";"2,6";0.015625;0.005208;0.047619
0.578125;"2,6";"2,6";0.140625;0.046875;0.047619
0.578125;"0,3,4,7";"1,2,5,6";0.187500;0.062500;0.238095
0.578125;"0,4";"0,4";0.140625;0.046875;0.047619
0.578125;"0,4";"3,7";0.015625;0.005208;0.047619
0.578125;"1,2,5,6";"0,3,4,7";0.187500;0.062500;0.238095
0.578125;"3,7";"0,4";0.015625;0.005208;0.047619
0.578125;"3,7";"3,7";0.140625;0.046875;0.047619
0.768555;"0,4";"0,4";0.140625;0.046875;0.047619
0.768555;"1,2,3,5,6,7";"0,4";0.109375;0.062760;0.174603
0.768555;"1,5";"1,5";0.140625;0.046875;0.047619
0.768555;"0,2,3,4,6,7";"1,5";0.109375;0.062760;0.174603
0.768555;"2,6";"2,6";0.140625;0.046875;0.047619
0.768555;"0,1,3,4,5,7";"2,6";0.109375;0.062760;0.174603
0.768555;"0,1,2,4,5,6";"3,7";0.109375;0.062760;0.174603
0.768555;"3,7";"3,7";0.140625;0.046875;0.047619
0.783203;"0,2,4,6";"0,2,4,6";0.375000;0.250000;0.238095
0.783203;"1,3,5,7";"0,2,4,6";0.125000;0.083333;0.238095
0.783203;"0,2,4,6";"1,3,5,7";0.125000;0.083333;0.238095
0.783203;"1,3,5,7";"1,3,5,7";0.375000;0.250000;0.238095
0.875977;"0,1,2,3,4,5,6,7";"0,1,2,3,4,5,6,7";1.000000;1.000000;1.000000
